"cat_num","term","bracketed","field","number","title","faculty__id","faculty__first","faculty__middle","faculty__last","faculty__suffix","schedule__day","schedule__type","schedule__optional","schedule__begin_time","schedule__end_time","locations__type","locations__building","locations__room","description","prerequisites","notes"
"4667","FALL","False","E&M-REASON","20","The Business and Politics of Health","Fbbd786b149e2008191ae8eb37a3e82ba","David","","Cutler","","2","Lecture","False","10:00:00","11:30:00","Lecture","Divinity Ave., 2","18 (Yenching Auditorium)","Health and medical care pervade every aspect of our lives. This course uses quantitative methods (graphical analysis, algebra, data analysis) to examine issues related to health, disease, and systems for delivering health care. Topics to be covered include differences in health between rich and poor countries, differences in types of medical care and who receives it, and the political context for reforming health care policy. Techniques for analysis will be developed and demonstrated in class and section. The course uses examples from a variety of international settings, but focuses mainly on health and health care in the US.","","Students who have taken Economics 1460 may not take this course for credit. Economic concentrators taking this course for concentration credit will need to write a term paper that uses Economics 10 concepts and answer additional questions on problem sets. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning or United States in the World, but not both."
"","","","","","","","","","","","4","Lecture","False","10:00:00","11:30:00","","","","","",""
"48492","SPRING","False","ECON","10b","Principles of Economics","Ff5059b23869d706eb6f48ffaf0aa0a7e","N.","Gregory","Mankiw","","1","Lecture","False","12:00:00","13:00:00","Lecture","Memorial Hall","Sanders Theatre","Economic growth, inflation, unemployment, the business cycle, the financial system, international capital flows and trade imbalances, and the impact of monetary and fiscal policy. The Department of Economics strongly encourages students considering a concentration in economics to take both Ec10a and Ec10b in their freshman year. These courses are required for all economics concentrators and are prerequisites for higher level courses in economics. These courses, when both are taken for a letter grade, meet the General Education requirement for either Empirical and Mathematical Reasoning or United States in the World, but not both.","Ec10a or permission of the instructor.","This course, when taken for a letter grade together with Economic 10a, meets the General Education requirement for either Empirical and Mathematical Reasoning or United States in the World, but not both."
"","","","","","","","","","","","3","Lecture","False","12:00:00","13:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","False","12:00:00","13:00:00","","","","","",""
"54305","SPRING","False","E&M-REASON","18","What are the odds?","F249339f6d9c871d31004e8dfa6ff16d7","Edward","J","Hall","","","","","","","","","","There is the mathematics behind statistics, and then there are the concepts - without a proper grasp of which you will all too likely fall prey to confusion, error, and even outright deception. This course will teach you a bit about the math, and a lot about the concepts. Take it and achieve enlightenment about such topics as the difference between probability and risk, the nature of statistical inference, and the connections between correlation and causation.","",""
"","","","","","","Ffcf09e7eafcd69479a3fce0556b11e5e","Andrew","","Murray","","","","","","","","","","","",""
"73179","FALL","False","E&M-REASON","22","Nutrition and Health: Myths, Paradigms, and Science","Ffc7ab7bde087f3972832115ec0b96a34","Karin","","Michels","","1","Lecture","False","14:00:00","16:00:00","Lecture","Harvard Hall","104","What we eat determines our well-being every day, our mental and physical performance, and our long-term health and disease prospects. Understanding how to optimize our diet requires in-depth knowledge of the impact of foods and nutrients on our body. In this course we will evaluate scientific research on nutrition and health. We will discuss diet recommendations in the U.S. and abroad, how nutrition policies are created and how food policies can generate controversies. Learn how to evaluate nutrition paradigms and how to separate myths from science. Acquire skills to assess your own diet and make relevant nutrition choices to maintain long-term health.","",""
"8782","FALL","False","E&M-REASON","16","Real-Life Statistics","","","","","","","","","","","","","","This course explores the statistical reasoning underlying everyday life: learn to inform ordinary decisions with statistical understanding and critically assess information reported in the news. Topics include the implications and validity of medical studies; the interpretation and common pitfalls of surveys and election polls; the motivation for diversifying stock portfolios; the strategies behind online dating websites; and the optimal design for wine tastings. The course also unravels fallacies and paradoxes that often mislead. Students will develop the ability to identify, appreciate, and question the frequent appeals to statistical principles encountered in real life.","",""
"94176","FALL","False","E&M-REASON","21","Maps and Mapping","","","","","","","","","","","","","","Maps are often the most effective way to stimulate spatial reasoning and provoke new understandings about our world\'s phenomena. This course introduces contemporary map design, geographic informations systems (GIS) and spatial analysis; our emphasis will be on the concepts and techniques that empower new spatial insights into our world.","",""
"9479","FALL","False","E&M-REASON","19","The Art of Numbers","F29f7c3e04378d538b5199922f81a1a5d","Alyssa","A.","Goodman","","","","","","","","","","As data sets get larger and larger, visual tools for exploring them become even more important. \""The Art of Numbers\"" focuses on the insight into quantitative information offered by graphs, tables, charts, maps, and other illustrations. The course explores which graphical tool(s) are best for communicating what kinds of data, and why? Ideas about causality, approximation, statistical significance, credibility, and dimensionality are addressed by analyzing real data and their display. Examples are drawn from epidemiology, astronomy, sports, social-science, finance, geography, politics and economics. Approximately one-half of the course material focuses on web, interactive, and live presentations of data. Textbooks include classic work by Edward Tufte.","",""
