"cat_num","term","bracketed","field","number","title","faculty__id","faculty__first","faculty__middle","faculty__last","faculty__suffix","schedule__day","schedule__type","schedule__optional","schedule__begin_time","schedule__end_time","locations__type","locations__building","locations__room","description","prerequisites","notes"
"5237","SPRING","False","CULTR&BLF","42","Communism and the Politics of Culture: Czechoslovakia from World War II to the Velvet Revolution","F56e0a0c2f19f7c66ce1f947e2fc0c56a","Jonathan","Hughes","Bolton","","","","","","","","","","What was Communism, and how did it shape the intellectual life of East Central Europe after World War II? How do artists and writers counter the ideological pressures of the state? This course examines how the intense political pressures of invasion, occupation, and revolution shape a country\'s cultural life and are shaped by it in turn. We look at Czechoslovakia\'s literature, drama, film, and music from the 1948 Communist takeover, through the Prague Spring and Soviet invasion of 1968, to the 1989 Velvet Revolution, a hallmark of the peaceful overthrow of Communism in Europe. We consider works by Milan Kundera, Bohumil Hrabal, Vaclav Havel; films of the Czech New Wave (Milos Forman, Vera Chytilova, Jiri Menzel); clandestine publishing and underground art; and theories of political dissent under authoritarian regimes.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"5275","SPRING","False","CULTR&BLF","23","From the Hebrew Bible to Judaism, From the Old Testament to Christianity","Ff54a769ee52d727e0cfd4c1fb2382246","Shaye","J.D.","Cohen","","1","Lecture","False","10:00:00","11:00:00","Lecture","Emerson Hall","105","The Hebrew Scriptures, what Christians call the \""Old Testament\"" and Jews call the \""Bible,\"" are the basis of both Judaism and Christianity. In this course we shall survey how this work of literature, through interpretation and re-interpretation, spawned two different cultural systems. Topics to be surveyed include: canon and prophecy; exegesis and Midrash; Shabbat and Sunday; temple, synagogue, church; the Oral Torah and the Logos; sin and righteousness; messiah and redemption.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","10:00:00","11:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","10:00:00","11:00:00","","","","","",""
"5649","FALL","False","CULTR&BLF","30","Seeing is Believing: A History of Photography","Fcda09aae232767cac57c6ef5075e7b5d","Robin","","Kelsey","","","","","","","","","","Modern society is unthinkable without the photograph, and yet we rarely have occasion to ponder what photographs are, what they do, and how they do it. In this course, we will consider photography from its origins to the digital era, paying particular attention to its role as an engine of belief in various cultural domains. Our goal will be to understand more incisively how photographs define and shape relations between their subjects and their viewers.","","Students who have taken Literature and Arts B-24 may not take this course for credit. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"5888","FALL","False","CULTR&BLF","52","The American Evangelical Tradition from Jonathan Edwards to Jerry Falwell","F279f329953b0cbb696c70171b4e145fa","David","Neil","Hempton","","","","","","","","","","The purpose of the course is to investigate the evangelical tradition from its origins in the religious revivals of the eighteenth century to its contemporary role in American culture, society and politics. Notwithstanding its often stereotypical characterizations, the evangelical tradition is surprisingly eclectic and complex. A central objective of the course, therefore, is to explore that complexity in relation to gender, ethnicity, social class, and political culture. The course will make use of primary and secondary materials to shed light on evangelical theology, spirituality, and cultural expression in America and in a global context.","","Offered jointly with the Divinity School as 2358. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"61168","SPRING","False","CULTR&BLF","61","Gender and Science: From Marie Curie to Gamergate","F2baae5884e58ac5b8f0934d855bb978c","Sarah","S","Richardson","","2","Lecture","False","10:00:00","11:00:00","Lecture","Emerson Hall","305","Why are women well represented in some fields of scientific study but not others? Do gender beliefs influence the content of scientific knowledge? How is gender encoded in the practices and norms of science? This course explores the intersection of gender and science from Bacon\'s seventeenth century call to raise a \""masculine\"" science to the present. Topics include: girls, boys, and science education; gender and technology; women in the science professions; bias and objectivity in science; and gender and science in literature, film, and popular culture.","",""
"","","","","","","","","","","","4","Lecture","False","10:00:00","11:00:00","","","","","",""
"63195","SPRING","False","CULTR&BLF","58","Case Studies in the Medical Humanities: Interdisciplinary Perspectives on the Experience of Illness and Healing","F0b03e86ef4eedb34b3e59d021d165838","Arthur","","Kleinman","","","","","","","","","","Disease and healing pose pragmatic and moral challenges for individuals and societies. Artists and writers have struggled to make sense of these tragic and transcendent experiences through fiction, poetry, art, and music. Scholars can explore these archives of the illness experience to understand not just disease and medicine but also what it means to be human. This interdisciplinary course examines how the medical humanities can change how we think about suffering, resilience, and care-giving, an endeavor relevant to anyone who expects to encounter these problems in life (i.e., everyone). In 2014 the course will focus on death and dying. Future offerings will address epidemics, chronic disease, mental illness, or caregiving.","","//"
"","","","","","","Fffdef953c00697b7354e6be8ec7db8c4","David","Shumway","Jones","","","","","","","","","","","",""
"6692","FALL","False","CULTR&BLF","34","Madness and Medicine: Themes in the History of Psychiatry","F4d6e50667ca8bb209a61035ba6b0f210","Anne","","Harrington","","1","Lecture","False","10:00:00","11:00:00","Lecture","Science Center"," B","Psychiatry is one of the most intellectually and socially complex and fraught fields of medicine today, and history offers one powerful strategy for better understanding why. Topics covered in this course include the invention of the mental asylum, early efforts to understand mental disorders as disorders of the brain or biochemistry, the rise of psychoanalysis, psychiatry and war, the rise of psychopharmacology, the making of the DSM, anti-psychiatry, and more.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","10:00:00","11:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","10:00:00","11:00:00","","","","","",""
"6753","FALL","False","CULTR&BLF","16","Performance, Tradition and Cultural Studies: An Introduction to Folklore and Mythology","F4668a1de762597aae41cbe52d65f3174","Stephen","A.","Mitchell","","1","Lecture","False","11:00:00","12:00:00","Lecture","Barker Center","018","Examines major forms of folklore (e.g., myths, legends, epics, beliefs, rituals, festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national, regional, and ethnic identities, as well as daily life; considers the function of folklore within the groups that perform and use it, employing materials drawn from a wide range of areas (e.g., South Slavic oral epics, American occupational lore, Northern European ballads, witchcraft in Africa and America, Cajun Mardi Gras).","","Required of Concentrators and for the Secondary Field in Folklore and Mythology. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","11:00:00","12:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","11:00:00","12:00:00","","","","","",""
"6837","SPRING","False","CULTR&BLF","31","Saints, Heretics, and Atheists: An Historical Introduction to the Philosophy of Religion","F25857a432afc38d32abf45843107be01","Jeffrey","K.","McDonough","","1","Lecture","False","12:00:00","13:00:00","Lecture","Harvard Hall","201","This course offers an introduction to perennial themes in the philosophy of Western religion while situating those themes in a broad historical context. Students read central works by Plato, Augustine, Anslem, Ibn Sina, al-Ghazali, Aquinas, Pascal, Spinoza, Hume and Nietzsche. Topics include piety, evil, free will, sin, devils, angels, the soul, immortality, mysticism, faith, reason, and God\'s nature and existence.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","12:00:00","13:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","False","12:00:00","13:00:00","","","","","",""
"69871","SPRING","False","CULTR&BLF","35","Classical Mythology","F9d15d8d697f14944f1954950a4b8c431","Brigitte","A. B.","Libby","","2","Lecture","False","11:00:00","12:00:00","Lecture","Harvard Hall","201","Incest and parricide, cannibalism and self-blinding: classical mythology has fascinated artists, writers, and thinkers throughout western civilization, and this course will serve as an introduction to this strange and brilliant world. We will move from the very first works of Greek literature through to the classic Greek tragedies and the Roman tales in Ovid\'s Metamorphoses. Along the way, we will confront the question of what \""mythology\"" is and how it works, and we will discuss how these traditional stories changed over time to fit different cultural circumstances. We will also consider ancient rationalizations of myth, the relationship of myth and politics, and the reception of classical myth in the modern world.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","4","Lecture","False","11:00:00","12:00:00","","","","","",""
"7442","FALL","False","CULTR&BLF","49","American Protest Literature from Tom Paine to Tupac","F5803a5a34ebf6e53757c113ac97051c0","John","","Stauffer","","","","","","","","","","This interdisciplinary course examines the rich tradition of progressive protest literature in the US from the American Revolution to the rise of Hip Hop, globalization, and modern-day slavery. Using a broad definition of \""protest literature,\"" it focuses on the production and consumption of dissent as a site of progressive social critique, using a wide variety of print, visual, and oral forms. We examine the historical links between modes of protest and meanings of literature, and explore how various expressions of dissent function as aesthetic, performative, rhetorical, and ideological texts within specific cultural contexts. \""Readings\"" range from novels to photographs and music.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","Fe5607765bcd9f07bdebc23d8222b10c5","Timothy","Patrick","McCarthy","","","","","","","","","","","",""
"79782","SPRING","False","CULTR&BLF","51","Making the Middle Ages","F6994e7ac997e43c8873e3178e77515ce","Nicholas","James","Watson","","2","Lecture","False","10:00:00","11:30:00","Lecture","Harvard Hall","102","This course offers a general introduction to the cultures and beliefs of medieval Europe. We focus on a variety of artifacts and cultural productions as the centerpieces of a broad and interdisciplinary exploration of medieval studies. Using specific objects and texts as points of entry into a vanished world, we encourage students to explore those areas that interest them most, teasing out the cultures and beliefs of the past while simultaneously developing their skills in research and writing. Through collaborative projects and a creative exploration of texts, images, and collections at Harvard and beyond, students will be invited to make their own Middle Ages.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","Fc5f82e9ee9debd320091f8ee5437c52d","Catherine","","McKenna","","4","Lecture","False","10:00:00","11:30:00","","","","","",""
"7991","FALL","False","CULTR&BLF","48","God, Justice, and the Book of Job","Fff08270181909b0ea5712b554359a56d","Peter","","Machinist","","1","Lecture","False","12:00:00","13:00:00","Lecture","Sever Hall","208","An examination of the biblical book of Job along with related texts, ancient, medieval, and modern, that allow us to establish the literary and philosophical traditions in which Job was composed and the literary and philosophical legacy it has left. Particular focus on the ways the texts play off one another in literary form and expression and in their treatment of such themes as divine justice, human piety, and the nature of the divine-human encounter.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","12:00:00","13:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","12:00:00","13:00:00","","","","","",""
"8149","SPRING","False","CULTR&BLF","20","Reason and Faith in the West","F81497fd91cf61783821fcf727ecd7ab6","Ann","M.","Blair","","","","","","","","","","Examines from an historical perspective one of the central themes in the Western intellectual tradition: the desire to reconcile rational philosophy with religious and biblical authority. Discusses the transformations in conceptions of reason, science, biblical interpretation, and divine intervention (among other themes) in the context of the long period of change from medieval to modern. Readings emphasize primary sources-including, for example, Augustine, Aquinas, Galileo, Descartes, Newton, and Darwin.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"8691","FALL","False","CULTR&BLF","47","The Darwinian Revolution","F0e4b62e32bb1a3424230b69b8db1c1c5","Janet","","Browne","","","","","","","","","","Why is evolutionary theory so controversial in the public sphere? This course looks to the history of cultural changes in the West for answers. We cover the intellectual structure and social context of evolutionary ideas as they emerged in the 19th and 20th centuries, emphasizing Darwinism as a major transformation in Western thought. Topics include key aspects of Darwin\'s ideas; the comparative reception of Darwinism in Britain, US, Germany, Russia and France; social Darwinism, eugenics and racial theories; early genetics and the search for the gene; religious controversy then and now. The course alternates with Culture and Belief 20.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"8730","FALL","False","CULTR&BLF","40","Popular Culture and Modern China","Fe790a2b8396e12fed32ad26201143f8e","David","Der-Wei","Wang","","","","","","","","","","This course examines \""popular culture\"" as a modern, transnational phenomenon and explores its manifestation in Chinese communities (in People\'s Republic of China, Taiwan, Hong Kong, Southeast Asia and North America) and beyond. From pulp fiction to film, from \""Yellow Music\"" to \""Model Theater\"", from animations to internet games, the course looks into how China became modern by participating in the global circulation of media forms, and how China helps in her own way enrich the theory and practice of \""popular culture\"".","","This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief or Aesthetic and Interpretive Understanding, but not both."
"8736","FALL","False","CULTR&BLF","11","Medicine and the Body in East Asia and in Europe","Fdbe48e9d70a571fdece50053a0d056e0","Shigehisa","","Kuriyama","","","","","","","","","","Comparative historical exploration of the striking differences and unexpected similarities between traditional conceptions of the body in East Asian and European medicine; the evolution of beliefs within medical traditions; the relationship between traditional medicine and contemporary experience.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"87585","SPRING","False","CULTR&BLF","46","Music, Debate, and Islam","F5e6ef125443869a8ffa40eca282892dd","Richard","Kent","Wolf","","","","","","","","","","This course focuses on the arts of sound practiced by Muslims and on debates associated with \""music\"" in a range of Islamic contexts. The purposes are to understand from a musically informed perspective a set of interrelated musical practices that cut across regions (especially South and West Asia); and how different ideologies, philosophies, and texts-associated with Islam locally, nationally, and internationally-shape local understandings and constructions of sound. The content of classes will include lectures, discussions, live musical demonstrations and careful review of audio-visual materials. Students will also have the opportunity to learn to play or sing Persian music.","","This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief or Aesthetic and Interpretive Understanding, but not both."
"88659","FALL","False","CULTR&BLF","50","The European Postwar: Literature, Film, Politics","Ff27606fe234e2db3231aca9bb8a0a0ae","Peter","E.","Gordon","","","","","","","","","","What happened in the last half century in European culture and politics? How can we read history through culture, and culture through history? This undergraduate lecture survey offers a general overview of European history since 1945, with a primary focus on some of the greatest works of postwar European film and literature. We will interrogate major trends in cinema and literature (e.g., expressionism, existentialism, neo-realism, minimalism, the New Wave, the realist political dramas of the 1970s, and so forth); in conjunction with new modalities of political discourse concerning communism, democracy, colonialism, and sexuality.","","The course includes six classic novels by postwar European author, and nine of the greatest postwar films by noteworthy European directors. This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief or Societies of the World, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"9458","SPRING","False","CULTR&BLF","13","The Contested Bible: The Sacred-Secular Dance","F1c42029af5532b00dc4de72f64384753","Jay","M.","Harris","","","","","","","","","","A short history of the Bible. Questions addressed include how the Bible became a book, and how that book became sacred; the advantages and burdens of a sacred text; Jewish-Christian disputations; how interpretive efforts helped create and reinforce powerful elites; how that text became the object of criticism; and how the Bible fared after the rise of criticism.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
