"cat_num","term","bracketed","field","number","title","faculty__id","faculty__first","faculty__middle","faculty__last","faculty__suffix","schedule__day","schedule__type","schedule__optional","schedule__begin_time","schedule__end_time","locations__type","locations__building","locations__room","description","prerequisites","notes"
"460","FALL","False","AESTH&INTP","13","Cultural Agents","F1ccecedec3ba08bc6d016e4307228857","Francesco","","Erspamer","","1","Lecture","False","15:00:00","17:00:00","Lecture","Boylston Hall","110 (Fong Auditorium)","Explore the arts as social and professional resources! Whether you pursue medicine, law, engineering, business, government, etc., the arts will enhance your work and your citizenship. Active citizens construct opportunities for positive social change. A lecture series by a range of professionals demonstrates that change in practically any field depends on art. Theoretical readings (Schiller, Kant, Dewey, Freire, Gramsci, Ranciere, Mockus, Boal, Nussbaum, Pasolini, inter alia) are grounded in concrete cases of agency. The final project will be a design for a creative social intervention, including reflections on creating the design.","",""
"","","","","","","F43880627106323a37fd8ba24568bbd62","Doris","","Sommer","","","","","","","","","","","",""
"49715","FALL","False","AESTH&INTP","51","The Cosmos of the Comedy","Fd1b8a5cf9abfd7e2ad72de32a2b00284","Jeffrey","","Schnapp","","3","Lecture","False","13:00:00","15:00:00","Lecture","Sever Hall","102","This course provides an in-depth exploration of Dante Alighieri\'s 14th-century masterpiece, the Divine Comedy, from the standpoint of the history of Western poetry, language, religious belief, geography and science. Particular attention is paid to Dante\'s dialogue with ancient authors such as Plato, Aristotle, Virgil and Ovid, as well as to imaginative mappings of Hell, Purgatory and Paradise. One of the course\'s highlights is a multimedia web-based competition in which all enrolled students compete for the annual Bedeviled Harvard prize.","","Conducted in English. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"54461","SPRING","False","AESTH&INTP","63","East Asian Cinema","Fc06e4746ec56a05dc3384b7ffa9356ef","Jie","","Li","","3","Lecture","False","13:00:00","15:00:00","Film Screening","Boylston Hall","110 (Fong Auditorium)","This course introduces major works, genres, and waves of East Asian cinema from the silent era to the present, including films from Mainland China, Japan, Korea, Taiwan, and Hong Kong. We will discuss issues ranging from formal aesthetics to historical representation, from local film industries to transnational audience reception. This course does not assume prior knowledge of East Asian culture or of film studies, but rather seeks to provide students with a basic understanding of modern East Asian cultural history through cinema, and with an essential toolkit for analyzing film and media, including narrative, cinematography, editing and sound. In addition to critical approaches, students are strongly encouraged to creatively respond to course materials by collaborating on their own short films, beginning with the illustration of film terms in the first two weeks and culminating in the Oscar-like \""Golden Monkey Awards.\""","","All films subtitled in English. No prior knowledge of East Asian history or film studies necessary."
"","","","","","","","","","","","","","","","","Lecture","Boylston Hall","110 (Fong Auditorium)","","",""
"5581","FALL","False","AESTH&INTP","45","Art and Politics in Russia and Eastern Europe","F895b4c00348936263bc709cf04132356","Svetlana","","Boym","","","","","","","","","","The course examines the relationship between art and politics in twentieth century Russia and Eastern Europe through visual culture, literature, and film. We move chronologically from the Russian revolution and the period of artistic experimentation to the art of Stalin\'s era, Gulag and the Cold War, examining writer\'s trials and dissent in Russia and Eastern Europe as well as the non-conformist art of the late twentieth century. Emphasis is placed on close analysis and aesthetic interpretation in a broader political and historical context. We read works by Malevich, Chagall, Eisenstein, Babel, Brodsky, Mandelstam, Mayakovsky, Havel, Kundera, Arendt, Vajda and Nabokov.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"5808","FALL","False","AESTH&INTP","20","Poems, Poets, Poetry","F30de75d38dd3774fd3c394f1d09925ba","Helen","","Vendler","","1","Lecture","False","13:00:00","14:00:00","Lecture","Emerson Hall","210","A study of poetry as the history and science of feeling: readings in major lyric poems of England and America. Emphasis on problems of invention and execution, and on the poet\'s choice of genre, stance, context, and structure. Other topics to be raised include the process of composition, the situating of a poem in its historical and poetic contexts, the notion of a poet\'s development, the lyric as dramatic speech, and the experimental lyric of the 20th century.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","13:00:00","14:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","13:00:00","14:00:00","","","","","",""
"6240","SPRING","False","AESTH&INTP","30","Love In A Dead Language: Classical Indian Literature and Its Theorists","F406c66c2ec01af17cb5feb020ed97cf6","Parimal","G.","Patil","","","","","","","","","","An exploration of love in five genres of classical South Asian literature-epic history, story literature, plays, poetic miniatures, and court poetry. We will pay particular attention to the nature of literary genres and practices and how they were theorized by South Asian intellectuals. Especially relevant are theories of poetic language, aestheticized emotion (especially love), and literary ornamentation.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"7027","SPRING","False","AESTH&INTP","54","For the Love of God and His Prophet: Religion, Literature, and the Arts in Muslim Cultures","Fb734a65a5e0b66fad7b18d12f2eab69d","Ali","","Asani","","","","","","","","","","The course surveys the literary and artistic dimensions of the devotional life of the world\'s Muslim communities, focusing on the role of literature and the arts (poetry, music, architecture, calligraphy, etc.) as expressions of piety and socio-political critique. An important aim of the course is to explore the relationships between religion, literature, and the arts in a variety of historical and cultural contexts in the Middle East, sub-Saharan Africa, South Asia, Europe, and America.","","No prior knowledge of Islam required. You do not need to be \""artistically\"" talented to do well in this course -- just willing to think \""out of the box.\"" Offered jointly with the Divinity School as 3627. This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"748","SPRING","False","AESTH&INTP","12","Poetry in America","F4a5464d10ff288b7cdbf1706d223581a","Elisa","","New","","","","","","","","","","Surveying 300+ years of poetry in America, from the Puritans to the avant-garde poets of this new century, the course covers individual figures (Poe, Whitman, Dickinson, Frost, Williams, Hughes), major poetic movements (Firesides, Modernist, New York, Confessional, L-A-N-G-U-A-G-E) and probes uses of poetry across changing times. Who, and what, are poems for? For poets? Readers? To give vent to the soul? To paint or sculpt with words? Alter consciousness? Raise cultural tone? Students will read, write about and also recite American poems.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"7613","FALL","False","AESTH&INTP","14","Putting Modernism Together","F2daea07f033d736ce13802c4a43535c5","Daniel","","Albright","","1","Lecture","False","12:00:00","13:00:00","Lecture","Harvard Hall","201","Just as a pine or a willow is known from the shape of its branching, so human culture can be understood as a growth-pattern, a ramifying of artistic, intellectual, and political action. This course tries to find the center of the Modernist movement (1872-1927) by studying the literature, music, and painting of the period, to see whether some congruence of effort in all these media can be found. By looking at the range of artistic production in a few key years, we come to know this age of aesthetic extremism, perhaps unparalleled in Western history.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","12:00:00","13:00:00","","","","","",""
"7762","SPRING","False","AESTH&INTP","60","Literature and Art in an Era of Crisis and Oppression: Modernism in Eastern Europe","F73bf491f95e0ac10058e5224877659ba","George","","Grabowicz","","","","","","","","","","The course will examine seminal literary works (with forays into film and art) from Eastern Europe in the first half of the 20th century with special attention to their response to convention, censorship and totalitarian strictures as well as \""high modernist\"" experimentation and a \""low modernist\"" focus on popular genres and a new poetics of trash. Focus on Kafka, Zamiatin, Bulgakov, Capek, Nabokov, Platonov, Witkacy, Schulz, Gombrowicz, Vertov, Dovzhenko and others.","","All texts can be read in English translation."
"7766","SPRING","False","AESTH&INTP","47","Forbidden Romance in Modern China","Fe790a2b8396e12fed32ad26201143f8e","David","Der-Wei","Wang","","","","","","","","","","This course introduces a unique dimension of Chinese modernity: amorous engagement in fiction and lived experience, its discursive and visual representations, and its institutional implementation (gender, marriage, family, law, nation/state, etc.), censorship, and transgression. It examines how the modern lure of free will and emancipated subjectivity drove Chinese to redefine terms of affect, such as love, feeling, desire, passion, sexuality, loyalty, dedication, revolution and sacrifice. It also looks into how the moral, legal and political consequences of affect were evoked in such a way as to traverse or fortify consensual boundaries and their manifestations.","",""
"7777","FALL","False","AESTH&INTP","39","Reinventing Literary China: Old Tales Retold in Modern Times","Fd59d3c22a5cc0e9fdbc4f4cdfbabde65","Wai-Yee","","Li","","","","","","","","","","What makes a story prevail through time? We will visit the most beloved, enduring works in the Chinese tradition and discover cultural icons from the Handsome Monkey King to the Nobel prize-winning novel Soul Mountain. We will explore the cultural trends and themes that have been the stuff of popular Chinese novels, TV, cinema, and thought. This course offers a comprehensive, yet unique and unconventional window into Chinese tradition and modernity, past and present.","","No previous knowledge of Chinese required. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","Fe790a2b8396e12fed32ad26201143f8e","David","Der-Wei","Wang","","","","","","","","","","","",""
"7862","SPRING","False","AESTH&INTP","33","Ancient Fictions: The Ancient Novel in Context","F0725b3721b1a291a45d32cee7e162b99","David","Franklin","Elmer","","","","","","","","","","The novel is often thought of as a distinctively modern form, but Greco-Roman antiquity had its own version. Fictional prose narratives about adventure and romance in exotic lands were immensely popular in antiquity. We will explore this tradition by reading the five surviving Greek novels, the Golden Ass of the Roman Apuleius, and selected other texts, along with works by contemporary theorists and critics. Topics include: definitions of the \""novel\""; ancient representations of desire; gender and class politics; relationships between secular and religious narratives.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"7952","SPRING","False","AESTH&INTP","41","How and What Russia Learned to Read: The Rise of Russian Literary Culture","Ff9c1e173800d1dc8c3a65df81868849e","William","Mills","Todd","III","1","Lecture","False","10:00:00","11:00:00","Lecture","Harvard Hall","102","A study of the emergence of a secular literary tradition in the Russian imperial period. Focus on cultural institutions (religion, art, literature), issues of the aesthetic and social critique, and problems of interpretation for contemporary and modern readers. Analysis of novels by Pushkin, Lermontov, Gogol, Turgenev, Dostoevsky, and Tolstoy.","","No knowledge of Russian required. This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both."
"","","","","","","","","","","","3","Lecture","False","10:00:00","11:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","True","10:00:00","11:00:00","","","","","",""
"8181","SPRING","False","AESTH&INTP","61","The Romance: From Jane Austen to Chick Lit","Fb3caa09bb60e9bcfd939f9237f548bc8","Linda","","Schlossberg","","2","Lecture","False","12:00:00","13:00:00","Lecture","Sever Hall","113","A critical investigation of the genre\'s enduring popularity, beginning with Austen\'s satirical Northanger Abbey and three novels credited with providing narrative templates for contemporary romances (Pride and Prejudice, Jane Eyre, Wuthering Heights). We will then read twentieth-century revisions of these works (Rebecca, Wide Sargasso Sea, Bridget Jones\'s Diary). Topics: the female writer and reader/consumer of literature; moral warnings against romance, \""sensation,\"" and titillation; the commodification of desire; Harlequins; the relationship between high culture and low.","",""
"","","","","","","","","","","","4","Lecture","False","12:00:00","13:00:00","","","","","",""
"85078","FALL","False","AESTH&INTP","57","American Dreams from Scarface to Easy Rider","Fbf4bb95444419f70901fcdc1cb2061d5","Eric","","Rentschler","","","","","","","","","","This class familiarizes students with popular films produced during crucial junctures in the modern history of the United States, from the Great Depression and World War II through the Cold War, McCarthy era, and the 1960s. More specifically, we will study how Hollywood\'s dream factory responded to dramatic challenges that states of crisis and emergency posed to the founding ideals of our democracy. We will look at the wide range of functions that commercial fantasy productions assumed, how they at times legitimated and bolstered the status quo, but at others also interrogated, exposed, and even indicted social inequity. Course films provide a representative sampling of classical American features from 1932 to 1969, including Scarface, It Happened One Night, The Wizard of Oz, Gone with the Wind, Citizen Kane, Casablanca, High Noon, The Invasion of the Body Snatchers, The Manchurian Candidate, and Easy Rider.","","Alternate weekly film screenings will be held on Sunday afternoons. This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"8829","FALL","False","AESTH&INTP","26","Race, Gender, and Performance","F624ec9b905eeb8a41a236d146573b121","Robin","","Bernstein","","","","","","","","","","Introduction to performance studies as it intersects with studies of gender, sexuality, and race. What does it mean to say gender is \""performed\""? How does performance-both on- and offstage-construct and deconstruct power? Topics include transgressive and normative gender, feminist and queer theatre, athletics, gender in everyday life, drag, AIDS, and weddings. Texts include Eve Ensler, Ntozake Shange, Judith Butler, Anna Deavere Smith, Cherrie Moraga, David Henry Hwang, Bertolt Brecht, Guillermo Gomez-Pena.","",""
"88601","SPRING","False","AESTH&INTP","42","Literature and Revolution: Great Books in Moments of Cultural Transformation","F01753b5e2d5c28e09f8aa24a86d44e7f","W.","James","Simpson","","","","","","","","","","What is the function of literary texts in moments, from Plato to the Russian Revolution, that promise total, enlightened societal transformation? Each week, this course will focus on two texts related to selected \""revolutionary\"" moments, one philosophical and one literary. Literary texts do not participate easily in the revolutionary order. They resist the textual simplicities of philosophy. Which do we trust: philosophy or literature? Texts include many found in traditional \""Great Books\"" courses: Plato, Virgil, Augustine, Dante, Luther, Milton, Swift, Rousseau, Twain, Kant, Marx, and Chekov, among others.","","Students who have taken Culture and Belief 18 may not take this course for credit. This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief or Aesthetic and Interpretive Understanding, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"92966","FALL","False","AESTH&INTP","37","Introduction to the Bible in the Humanities and the Arts","F81795a7c11ac0a0cad4d9a00bdd35969","Gordon","","Teskey","","","","","","","","","","A course on the structure of the Bible, which William Blake called \""the great code of art.\"" Major themes include the invention of God, the invention history, and the invention of the city (or rather, of two cities, that of the devil and that of God). About two-thirds of the Authorized Version (King James) of 1611 will be read.","","The course does not count for the English concentration \""Arrivals\"" requirement. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"94499","FALL","False","AESTH&INTP","40","Monuments of Islamic Architecture","F39e095833ca4ea625e87d7450f1c90a3","Gulru","","Necipoglu-Kafadar","","2","Lecture","False","11:00:00","12:00:00","Lecture","Sackler Museum","318","An introduction to ten iconic monuments of the Islamic world from the beginning of Islam to the early modern period. The course introduces various types of building-mosques, palaces, multifunctional complexes-and city types and the factors that shaped them, artistic, patronal, socio-political, religio-cultural, and economic. Each case study is divided into two lectures. The first presents the monument or city by \""walking\"" through it. The second is devoted to themes elicited from the example, developed in light of comparative monuments, sites, and/or written sources, and to problems of patronage, production, audience and meaning as they pertain to architectural history.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","Fe1ff1e585b2b311c17248381e8e9d73f","David","J.","Roxburgh","","4","Lecture","False","11:00:00","12:00:00","","","","","",""
"98653","FALL","False","AESTH&INTP","62","California in the 60\'s","F54788d10e00a364988e0b1db01061510","Kate","","van Orden","","","","","","","","","","This course examines American youth culture in the \""long\"" 1960s through the lens of music in California. Both \""popular\"" and \""art\"" music will be considered, including early minimalism, songs from L.A. and the Laurel Canyon crowd, and San Francisco psychedelia. In addition to understanding musical forms, performance styles, and the effects of technology (radio, recording, electric instruments), the class will delve into the politics of race, gender, resistance, and the draft.","","This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both."
"99586","FALL","False","AESTH&INTP","58","Modern Art and Modernity","F0586b9f6943358b5ba57cd34253ba63e","Benjamin","","Buchloh","","2","Lecture","False","12:00:00","13:00:00","Lecture","Sackler Museum","Lecture Hall (029)","The course examines the defining moments in the development of modern European and American art from the eighteenth- through to the twentieth-century. Anchored by a significant date, each lecture focuses on the relationship between a major artistic event and the social, political, cultural, and technological conditions of its emergence. A wide range of media, from painting, sculpture, and print-making to photography, photomontage, video, installation, and performance art, will be considered. Situating the key aesthetic transformations that defined art\'s modernity in a broader historical context, the course explores the fundamental role of advanced forms of artistic practice in the formation of modern culture and society.","","This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","F6554df6d5af17648b84e59cbbd390ffb","Ewa","","Lajer-Burcharth","","4","Lecture","False","12:00:00","13:00:00","","","","","",""
"","","","","","","Fa45f47877bea4d9429e8087e3b6f9508","Maria","Elizabeth","Gough","","","","","","","","","","","",""
