"cat_num","term","bracketed","field","number","title","faculty__id","faculty__first","faculty__middle","faculty__last","faculty__suffix","schedule__day","schedule__type","schedule__optional","schedule__begin_time","schedule__end_time","locations__type","locations__building","locations__room","description","prerequisites","notes"
"6001","FALL","False","SCI-PHYUNV","12","Natural Disasters","F7afa5de27211f04bca48192511605398","Brendan","J.","Meade","","2","Lecture","False","10:00:00","11:30:00","Lecture","Science Center"," D","Natural disasters, such as earthquakes, hurricanes, and floods, claim thousands of lives and cause tens of billions of dollars in damage each year. Moreover, changes in Earth\'s climate are raising sea level, changing precipitation patterns, and likely causing an increase in the occurrence of damaging storms, putting more of our increasing exposed global population at risk. In this course we develop an understanding of these natural hazards from an earth science perspective, and examine several case studies to assess their catastrophic impacts. Given our scientific understanding of these phenomena, we examine ways to assess and forecast future natural disasters, and to mitigate the adverse impacts to our societies. Sections will emphasize the use of GIS technology to measure the impacts of natural hazards.","",""
"","","","","","","","","","","","4","Lecture","False","10:00:00","11:30:00","","","","","",""
"73191","FALL","False","SCI-PHYUNV","27","Science and Cooking: From Haute Cuisine to Soft Matter Science","F37f466225c3feb4b439445e32efecf4c","David","A.","Weitz","","2","Lecture","False","13:00:00","14:30:00","Lecture","Science Center"," C","This course is a collaboration between world-class chefs and Harvard professors. Each week, a chef will lecture about some aspect of gastronomy. This lecture will introduce and motivate a lecture about the science of soft materials by a Harvard professor. The course will cover the basic concepts in the science of soft materials, providing a solid understanding of their properties and behavior. All food is made of soft materials, and cooking relies on many of their fundamental properties. The course will also include laboratory work that uses concepts of cooking to understand and motivate experimental measurements on soft materials.","","Occasionally there will be an optional 15-30 minute question and answer session with visiting chefs."
"","","","","","","Fba3ab5e9470559c1f77068a9e872c75b","Michael","P.","Brenner","","4","Lecture","False","13:00:00","14:30:00","","","","","",""
"7621","FALL","False","SCI-PHYUNV","14","How to Build a Habitable Planet","F8fc0b628b1643d26413bf5c600c7a80c","Charles","","Langmuir","","1","Lecture","False","11:00:00","12:00:00","Lecture","Science Center"," E","The story of Earth from the inception of the universe at the Big Bang to the revolution in planetary function and capability associated with the rise of human civilization. The aim of the course is to place human beings in a universal and planetary context, and to see the steps in planetary evolution as an essential perspective on how we relate to Earth today. Topics covered include the Big Bang, origin of the elements, formation of minerals, origin of the solar system, formation of planets, climate regulation, origin of life, co-evolution of ocean, atmosphere, solid earth and biosphere, development of plate tectonics, the modern Earth as an interconnected system, and the human era and its consequences for the planet. Current environmental problems can then be considered in a planetary context. Finally we consider whether Earth may be a microcosm reflecting laws of planetary evolution that may be common to a class of planets throughout the universe, or alternatively may be a low probability accident.","",""
"","","","","","","","","","","","3","Lecture","False","11:00:00","12:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","False","11:00:00","12:00:00","","","","","",""
"77","FALL","False","SCI-PHYUNV","18","Time","Fbd066bebcf41d99eaf537fc0eb64d0f1","Gary","","Feldman","","","","","","","","","","We study how our understanding of time and of related issues, such as the predictability of the future, have evolved over the past three centuries. We start with Newtonian mechanics, which envisions a universal time, symmetric between past and future. This leads to the concept of a clockwork universe. We then see how developments in the 19th and 20th centuries destroy this view of time. In the 19th century, the distinction between past and future emerges from considerations of statistical processes. In the 20th century, the theory of relativity forces fundamental changes in the concept of time. Time ceases to be universal and becomes entangled with space and gravity. Quantum mechanics limits the predictability of the future and introduces verified effects so weird that Einstein wrote of them, \""No reasonable definition of reality could be expected to permit this.\""","","Some knowledge of secondary school physics useful, but not required. This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe or Empirical and Mathematical Reasoning, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"79392","FALL","False","SCI-PHYUNV","29","The Climate-Energy Challenge","F1578e68b0be8a33b6173f9884b4282fc","Daniel","P.","Schrag","","1","Lecture","False","13:00:00","16:00:00","Lecture","Pierce Hall","301","This course will examine future climate change in the context of Earth history, and then consider various strategies for what might be done to deal with it. The likely impacts of continued greenhouse gas emissions will be explored, emphasizing the scientific uncertainties associated with various predictions, and how this can be understood in the context of risk. In the latter third of the class, the question of how to mitigate climate change will be discussed, including an examination of various options for advanced energy systems.","",""
"84519","FALL","False","SCI-PHYUNV","20","What is Life? From Quarks to Consciousness","Fb48ab2d02f4ca683e31f1dc7e6c8b7b5","Andrew","","Berry","","1","Lecture","False","3 days, 21:00:00","11:00:00","Lecture","Science Center","301","This course views life through multiple lenses. Quantum physics involves uncertainty and randomness, and yet paradoxically it explains the stability of molecules, such as DNA, that encode information and are critical to life. Thermodynamics is about the universe\'s ever increasing disorder, and yet living systems remain ordered and intact. This course will examine how these physical laws underpin life and how life itself has diversified since originating 3.5 billion years ago.","","This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe or Science of Living Systems, but not both."
"","","","","","","Fbbbf6f776aa5ba1563ef88b52d03e8d6","Logan","Stewart","McCarty","","3","Lecture","False","3 days, 21:00:00","11:00:00","","","","","",""
"","","","","","","","","","","","5","Lecture","False","3 days, 21:00:00","11:00:00","","","","","",""
"84663","SPRING","False","SCI-PHYUNV","31","Energy Resources and the Environment","F214e668f2dc2c1e7a2471b80031e9feb","John","H.","Shaw","","1","Lecture","False","13:00:00","14:30:00","Lecture","University Museum","102 (Haller Hall)","The course provides an overview of the energy resources that we use to sustain our global economies, and explores the impact of these activities on our environment. We address the full life cycle of each energy resource, including its origins, methods used to explore for and exploit it, how it is used in our economies, and the environmental impacts of these activities. Topics include coal, petroleum (conventional and unconventional), nuclear power, geothermal systems, and renewable energy options (hydro, tidal, solar, wind power). Lectures and labs will introduce students to data and methods used in these energy and environmental sectors.","","This course is similar in content to EPS 109. Interested students may want to consult the Q evaluations from that course. Students who took EPS 109 may not take this course for credit."
"","","","","","","","","","","","3","Lecture","False","13:00:00","14:30:00","","","","","",""
"89089","SPRING","False","SCI-PHYUNV","26","Primitive Navigation","F415f2a1da07874766d5918d9778100e2","John","","Huth","","1","Lecture","False","14:30:00","16:00:00","Lecture","Science Center"," D","We use the theme of primitive navigation to open the eyes of students to the physical world in a direct and palpable manner. Basic principles include human cognition of physical and mental maps, dead reckoning, direction finding from nature. The course includes the basics of astronomy, including planetary orbits, meteorology, thermodynamics, bird behavior, electromagnetic radiation, optics, waves, tides, ocean currents, and fluid dynamics. Navigational practices of Pacific Islanders, Norse, medieval Arabs, and early western Europeans provide a focus. Some facility with algebra and trigonometry is useful. A series of hands-on projects are employed to understand navigational practices discussed in lecture.","","This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe or Empirical and Mathematical Reasoning, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past."
"","","","","","","","","","","","3","Lecture","False","14:30:00","16:00:00","","","","","",""
"8987","SPRING","False","SCI-PHYUNV","13","Why You Hear What You Hear: The Science of Music and Sound","F02bcfbc275978b4ce4b82cd4f4dec068","Eric","J.","Heller","","","","","","","","","","Sound and music are integral parts of all human cultures, and play critical roles in communications and social interactions. In this course, we reach a high level of understanding for the production, transmission, and perception of sound, including psychoacoustics, with the aim of expanding communication, musical, and artistic horizons. The course is front loaded with class demos and hands on tools for the student to discover by exploring. Student selected projects (with staff consultation) are an important part of the course. The course book, written by the professor, Why You Hear What You Hear, is a full-fledged resource and guide.","",""
